,College Name,Location,Accreditation,CD Rank,Courses,B.sc Fees,Review,Rating,URL
4053,"Glanis Institute of Allied Health Sciences, Madurai"," Madurai, Tamil Nadu",MCI Approved,#4054,B.Sc,"₹ 90,000",2,2,/college/59394-glanis-institute-of-allied-health-sciences-madurai
4054,"National Rail and Transportation Institute - [NRTI], Vadodara"," Vadodara, Gujarat","AICTE, UGC Approved",#4055,B.Sc,"₹ 1,05,700",26,4,/university/59399-national-rail-and-transportation-institute-nrti-vadodara
4055,"Inspiria Knowledge Campus, Siliguri"," Siliguri, West Bengal",Null,#4056,B.Sc,"₹ 1,44,800",46,4,/college/59400-inspiria-knowledge-campus-siliguri
4056,"BSE Institute Limited - [BIL], Mumbai"," Mumbai, Maharashtra",Null,#4057,B.Sc,"₹ 3,12,510",8,3,/college/59401-bse-institute-limited-bil-mumbai
4057,"Angappa College of Arts and Science - [ACAS], Coimbatore"," Coimbatore, Tamil Nadu",Null,#4058,B.Sc,"₹ 18,500",2,4,/college/59404-angappa-college-of-arts-and-science-acas-coimbatore
4058,"ICRI - Jagannath University, New Delhi"," New Delhi, Delhi NCR",Null,#4059,B.Sc,"₹ 1,25,000",3,4,/college/59422-icri-jagannath-university-new-delhi
4059,"ICRI, Bangalore"," Bangalore, Karnataka",Null,#4060,B.Sc,"₹ 85,000",3,4,/college/59423-icri-bangalore
4060,"Soundarya Institute of Management and Science - [SIMS], Bangalore"," Bangalore, Karnataka",AICTE Approved,#4061,B.Sc,"₹ 1,20,000",8,4,/college/59427-soundarya-institute-of-management-and-science-sims-bangalore
4061,"Institute of Distance and Open Learning, Gauhati University - [GUIDOL], Guwahati"," Guwahati, Assam",UGC Approved,#4062,B.Sc,"₹ 18,000",19,4,/college/59434-institute-of-distance-and-open-learning-gauhati-university-guidol-guwahati
4062,"Shadan Degree College For Women, Hyderabad"," Hyderabad, Telangana",Null,#4063,B.Sc,"₹ 12,000",6,3,/college/59441-shadan-degree-college-for-women-hyderabad
4063,"Directorate of Distance Education, I.K Gujral Punjab Technical University, Jalandhar"," Jalandhar, Punjab","UGC, DEB Approved",#4064,B.Sc,"₹ 44,400",3,4,/college/59445-directorate-of-distance-education-ik-gujral-punjab-technical-university-jalandhar
4064,"Lovely Professional University Distance Education - [LPUDE], Jalandhar"," Jalandhar, Punjab","AICTE, UGC, DEB, MHRD Approved",#4065,B.Sc,"₹ 27,000",33,4,/college/59446-lovely-professional-university-distance-education-lpude-jalandhar
4065,"Teachers Academy Group Of Institution, Bangalore"," Bangalore, Karnataka",UGC Approved,#4066,B.Sc,--,4,3,/college/59448-teachers-academy-group-of-institution-bangalore
4066,"KLE Society's Raja Lakhamagouda Science Institute, Belagavi"," Belagavi, Karnataka",AICTE Approved,#4067,B.Sc,--,10,4,/college/59449-kle-societys-raja-lakhamagouda-science-institute-belagavi
4067,"Kumaraguru College of Liberal Arts and Science - [KCLAS], Coimbatore"," Coimbatore, Tamil Nadu",UGC Approved,#4068,B.Sc,"₹ 1,50,000",34,4,/college/59454-kumaraguru-college-of-liberal-arts-and-science-kclas-coimbatore
4068,"School of Distance Education and Learning, Jaipur National University, Jaipur"," Jaipur, Rajasthan","AICTE, UGC, DEB Approved",#4069,B.Sc,"₹ 18,500",5,4,/college/59456-school-of-distance-education-and-learning-jaipur-national-university-jaipur
4069,"Directorate Of Distance Education, Integral University, Lucknow"," Lucknow, Uttar Pradesh",DEB Approved,#4070,B.Sc,"₹ 29,600",2,4,/college/59458-directorate-of-distance-education-integral-university-lucknow
4070,"Directorate of Distance Education Sikkim Manipal University - [SMU-DE], East Sikkim"," East Sikkim, Sikkim",UGC Approved,#4071,B.Sc,"₹ 32,500",22,4,/college/59460-directorate-of-distance-education-sikkim-manipal-university-smude-east-sikkim
4071,"Vishwakarma University - [VU], Pune"," Pune, Maharashtra","AICTE, COA, PCI, BCI, UGC Approved",#4072,B.Sc,"₹ 1,25,000",55,4,/university/59462-vishwakarma-university-vu-pune
4072,"LISAA School Of Design, Bangalore"," Bangalore, Karnataka",Null,#4073,B.Sc,"₹ 2,60,000",33,3,/college/59471-lisaa-school-of-design-bangalore
4073,"College of Food  Technology, Kerala Veterinary And Animal Sciences University, Thrissur"," Thrissur, Kerala",AIU Approved,#4074,B.Sc,"₹ 28,850",1,5,/college/59507-college-of-food-technology-kerala-veterinary-and-animal-sciences-university-thrissur
4074,"Bhavdiya Group of Institutions, Ayodhya"," Ayodhya, Uttar Pradesh","AICTE, PCI Approved",#4075,B.Sc,"₹ 7,000",Null,Null,/college/59547-bhavdiya-group-of-institutions-ayodhya
4075,"Sun International Institute For Tourism And Management - [SIITAM], Visakhapatnam"," Visakhapatnam, Andhra Pradesh",Null,#4076,B.Sc,"₹ 3,10,500",4,4,/college/59555-sun-international-institute-for-tourism-and-management-siitam-visakhapatnam
4076,"Southern International Hotel Management Academy, Visakhapatnam"," Visakhapatnam, Andhra Pradesh",Null,#4077,B.Sc,"₹ 85,000",8,4,/college/59579-southern-international-hotel-management-academy-visakhapatnam
4077,"Jain Vishwa Bharati Institute - [JVBI], Nagaur"," Nagaur, Rajasthan",DEB Approved,#4078,B.Sc,"₹ 22,000",20,4,/university/59588-jain-vishwa-bharati-institute-jvbi-nagaur
4078,"Symbiosis Skills & Professional University - [SSPU], Pune"," Pune, Maharashtra",UGC Approved,#4079,B.Sc,"₹ 1,92,700",83,4,/university/59592-symbiosis-skills-and-professional-university-sspu-pune
4079,"Raj School of Management & Sciences - [RAJ SMS], Varanasi"," Varanasi, Uttar Pradesh",AICTE Approved,#4080,B.Sc,"₹ 15,000",1,3,/college/59599-raj-school-of-management-and-sciences-raj-sms-varanasi
4080,"Maharishi Mahesh Yogi Vedic Vishwavidyalaya, Directorate of Distance Education, Katni"," Katni, Madhya Pradesh","NCTE, UGC, DEB Approved",#4081,B.Sc,"₹ 8,750",17,4,/college/59609-maharishi-mahesh-yogi-vedic-vishwavidyalaya-directorate-of-distance-education-katni
4081,"Holy Mary Degree College - [HMDC], Hyderabad"," Hyderabad, Telangana",Null,#4082,B.Sc,"₹ 1,20,000",12,4,/college/59619-holy-mary-degree-college-hmdc-hyderabad
4082,"Excellency group of Institutions, Hyderabad"," Hyderabad, Telangana",Null,#4083,B.Sc,--,Null,Null,/college/59634-excellency-group-of-institutions-hyderabad
4083,"GIET Degree College - [GIET], East Godavari"," East Godavari, Andhra Pradesh","AICTE, NBA Approved",#4084,B.Sc,"₹ 25,000",24,4,/college/59640-giet-degree-college-giet-east-godavari
4084,"Shri Govind Guru University - [SGGU], Godhra"," Godhra, Gujarat","NCTE, INC, BCI, UGC, MHRD Approved",#4085,B.Sc,"₹ 1,615",7,3,/university/59654-shri-govind-guru-university-sggu-godhra
4085,"Ghatal Rabindra Satabarsiki MahaVidyalaya, Ghatal"," Ghatal, West Bengal",UGC Approved,#4086,B.Sc,"₹ 4,200",9,3,/college/59655-ghatal-rabindra-satabarsiki-mahavidyalaya-ghatal
4086,"NREC college, Khurja, Bulandshahr"," Bulandshahr, Uttar Pradesh",Null,#4087,B.Sc,"₹ 2,471",4,3,/college/59658-nrec-college-khurja-bulandshahr
4087,"Willingdon College, Sangli"," Sangli, Maharashtra",Null,#4088,B.Sc,"₹ 2,625",11,4,/college/59659-willingdon-college-sangli
4088,"Creative Mentors Animation & Gaming College, Hyderabad"," Hyderabad, Telangana",Null,#4089,B.Sc,"₹ 1,25,000",Null,Null,/college/59660-creative-mentors-animation-and-gaming-college-hyderabad
4089,"Prasad's Creative Mentors Film & Media School, Hyderabad"," Hyderabad, Telangana",Null,#4090,B.Sc,--,Null,Null,/college/59664-prasads-creative-mentors-film-and-media-school-hyderabad
4090,"G.T. Patil Arts, Commerce & Science College, Jalgaon"," Jalgaon, Maharashtra",Null,#4091,B.Sc,"₹ 7,000",1,3,/college/59667-gt-patil-arts-commerce-and-science-college-jalgaon
4091,"ICAT Design & Media, Hyderabad"," Hyderabad, Telangana",Null,#4092,B.Sc,--,2,1,/college/59671-icat-design-and-media-hyderabad
4092,"The Modern College, Imphal"," Imphal, Manipur",Null,#4093,B.Sc,--,3,3,/college/59675-the-modern-college-imphal
4093,"Sri Dev Suman Uttarakhand University - [SDSUU], Tehri"," Tehri, Uttarakhand","NCTE, UGC, MHRD Approved",#4094,B.Sc,"₹ 18,000",116,4,/university/59683-sri-dev-suman-uttarakhand-university-sdsuu-tehri
4094,"All India Institute of Medical Sciences - [AIIMS], Mangalagiri"," Mangalagiri, Andhra Pradesh",Null,#4095,B.Sc Dialysis Therapy Technology,--,6,4,/university/59704-all-india-institute-of-medical-sciences-aiims-mangalagiri
4095,"Symbiosis School of Culinary Arts - [SSCA], Pune"," Pune, Maharashtra",UGC Approved,#4096,B.Sc,"₹ 4,00,000",17,4,/college/59724-symbiosis-school-of-culinary-arts-ssca-pune
4096,"Tatyam School of Design, New Delhi"," New Delhi, Delhi NCR",Null,#4097,B.Sc,--,5,4,/college/59726-tatyam-school-of-design-new-delhi
4097,"Sri Raja Rajeshwara Government Arts & Science College, Karimnagar"," Karimnagar, Telangana",UGC Approved,#4098,B.Sc,--,1,2,/college/59728-sri-raja-rajeshwara-government-arts-and-science-college-karimnagar
4098,"Symbiosis School of Liberal Art - [SSLA], Pune"," Pune, Maharashtra",Null,#4099,B.Sc,"₹ 5,10,000",21,4,/college/59746-symbiosis-school-of-liberal-art-ssla-pune
4099,"Om Sai Para Medical College - [OSPMC], Ambala"," Ambala, Haryana",Null,#4100,B.Sc,"₹ 60,000",1,4,/college/59754-om-sai-para-medical-college-ospmc-ambala
4100,"CEDP Skill Institute - [CEDP], Mumbai"," Mumbai, Maharashtra",Null,#4101,B.Sc,--,17,4,/college/59775-cedp-skill-institute-cedp-mumbai
4101,"Government Post Graduate College, Bilaspur"," Bilaspur, Himachal Pradesh",Null,#4102,B.Sc,"₹ 2,861",18,3,/college/59792-government-post-graduate-college-bilaspur
4102,"Shri Maneklal M. Patel Institute of Sciences and Research - [SMPISR], Gandhinagar"," Gandhinagar, Gujarat",Null,#4103,B.Sc,"₹ 44,175",3,4,/college/59798-shri-maneklal-m-patel-institute-of-sciences-and-research-smpisr-gandhinagar
4103,"MET Institute of International Studies - [MET IIS], Mumbai"," Mumbai, Maharashtra",Null,#4104,B.Sc,"₹ 4,00,000",Null,Null,/college/59804-met-institute-of-international-studies-met-iis-mumbai
4104,"Mumbai Educational Trust - [MET], Mumbai"," Mumbai, Maharashtra","AICTE, COA, PCI, NBA, ACCA Approved",#4105,B.Sc,"₹ 12,00,000",77,4,/college/59812-mumbai-educational-trust-met-mumbai
4105,"Ahmedabad University, School of Arts and Sciences, Ahmedabad"," Ahmedabad, Gujarat",Null,#4106,B.Sc,"₹ 60,000",4,4,/college/59815-ahmedabad-university-school-of-arts-and-sciences-ahmedabad
4106,"Neewara Academy of Design, Jaipur"," Jaipur, Rajasthan",AICTE Approved,#4107,B.Sc,"₹ 1,00,000",1,5,/college/59820-neewara-academy-of-design-jaipur
4107,"United College of Medical Sciences, Coimbatore"," Coimbatore, Tamil Nadu",AICTE Approved,#4108,B.Sc,--,Null,Null,/college/59828-united-college-of-medical-sciences-coimbatore
4108,"PSG Institute of Advanced Studies - [PSGIAS], Coimbatore"," Coimbatore, Tamil Nadu",Null,#4109,B.Sc,"₹ 42,74,210",Null,Null,/college/59838-psg-institute-of-advanced-studies-psgias-coimbatore
4109,"International School of Design - [INSD], New Delhi"," New Delhi, Delhi NCR",Null,#4110,B.Sc,"₹ 1,28,620",3,3,/college/59850-international-school-of-design-insd-new-delhi
4110,"The Heritage Academy - [THA], Kolkata"," Kolkata, West Bengal",AICTE Approved,#4111,B.Sc,"₹ 1,14,000",73,4,/college/59852-the-heritage-academy-tha-kolkata
4111,"Kalimpong College, Kalimpong"," Kalimpong, West Bengal",Null,#4112,B.Sc,"₹ 6,420",3,2,/college/59869-kalimpong-college-kalimpong
4112,"Raja Peary Mohan College, Hooghly"," Hooghly, West Bengal",Null,#4113,B.Sc,"₹ 5,380",9,4,/college/59870-raja-peary-mohan-college-hooghly
4113,"Kumararani Meena Muthiah College of Arts and Science - [KRMMCAS], Chennai"," Chennai, Tamil Nadu",Null,#4114,B.Sc,"₹ 64,200",32,4,/college/59872-kumararani-meena-muthiah-college-of-arts-and-science-krmmcas-chennai
4114,"DPG Degree College - [DPGDC], Gurgaon"," Gurgaon, Haryana",UGC Approved,#4115,B.Sc,"₹ 45,000",48,4,/college/59875-dpg-degree-college-dpgdc-gurgaon
4115,"Periyar University College of Arts and Science - [PRUCAS], Idappadi"," Idappadi, Tamil Nadu",Null,#4116,B.Sc,--,1,4,/college/59881-periyar-university-college-of-arts-and-science-prucas-idappadi
4116,"Hindustan Aviation Academy - [HAA], Bangalore"," Bangalore, Karnataka",Null,#4117,B.Sc,"₹ 1,31,000",28,4,/college/59882-hindustan-aviation-academy-haa-bangalore
4117,"Indo Global Group of Colleges, Mohali"," Mohali, Punjab","AICTE, COA Approved",#4118,B.Sc,"₹ 56,400",57,3,/college/59887-indo-global-group-of-colleges-mohali
4118,"Faculty of Basic Sciences, Shoolini University, Solan"," Solan, Himachal Pradesh",Null,#4119,B.Sc,"₹ 1,50,000",Null,Null,/college/59901-faculty-of-basic-sciences-shoolini-university-solan
4119,"Dr. Abdul Haq Urdu University -[AHUU], Kurnool"," Kurnool, Andhra Pradesh",UGC Approved,#4120,B.Sc,"₹ 9,640",2,3,/university/59911-dr-abdul-haq-urdu-university-ahuu-kurnool
4120,"International School of Design - [INSD], Pune"," Pune, Maharashtra",Null,#4121,B.Sc,"₹ 1,64,460",2,4,/college/59914-international-school-of-design-insd-pune
4121,"Remo International College, Chennai"," Chennai, Tamil Nadu",Null,#4122,B.Sc,"₹ 1,60,000",7,4,/college/59918-remo-international-college-chennai
4122,"J.N.N Arts And Science Women's College, Thiruvallur"," Thiruvallur, Tamil Nadu",Null,#4123,B.Sc,"₹ 1,08,000",Null,Null,/college/59922-jnn-arts-and-science-womens-college-thiruvallur
4123,"GRD Girls Degree College, Dehradun"," Dehradun, Uttarakhand",Null,#4124,B.Sc,"₹ 45,000",Null,Null,/college/59923-grd-girls-degree-college-dehradun
4124,"National Sports University - [NSU], Imphal"," Imphal, Manipur",UGC Approved,#4125,B.Sc,"₹ 92,800",18,3,/university/59940-national-sports-university-nsu-imphal
4125,"Times and Trends Academy - [TTA], Pune"," Pune, Maharashtra",Null,#4126,B.Sc,"₹ 1,16,820",30,4,/college/59946-times-and-trends-academy-tta-pune
4126,"Government Degree College For Women, Baramulla"," Baramulla, Jammu and Kashmir",UGC Approved,#4127,B.Sc,"₹ 6,440",1,4,/college/59953-government-degree-college-for-women-baramulla
4127,"Indian Association for the Cultivation of Science - [IACS], Kolkata"," Kolkata, West Bengal",UGC Approved,#4128,B.Sc,"₹ 29,200",27,4,/university/59960-indian-association-for-the-cultivation-of-science-iacs-kolkata
4128,"Institute of Actuarial and Quantitative Studies - [IAQS], Mumbai"," Mumbai, Maharashtra",Null,#4129,B.Sc,"₹ 1,98,630",Null,Null,/college/59965-institute-of-actuarial-and-quantitative-studies-iaqs-mumbai
4129,"Dhanamanjuri University, Imphal"," Imphal, Manipur",UGC Approved,#4130,B.Sc,"₹ 4,021",13,3,/university/59976-dhanamanjuri-university-imphal
4130,"Indus University,  Institute of Sciences Humanities & Liberal Studies - [ISHLS], Ahmedabad"," Ahmedabad, Gujarat",AICTE Approved,#4131,B.Sc,"₹ 30,000",1,4,/college/59986-indus-university-institute-of-sciences-humanities-and-liberal-studies-ishls-ahmedabad
4131,"Khyati Institute of Science - [KIS], Ahmedabad"," Ahmedabad, Gujarat",Null,#4132,B.Sc,"₹ 30,900",1,3,/college/59995-khyati-institute-of-science-kis-ahmedabad
4132,"ISBA Institute of Professional Studies - [ISBA], Indore"," Indore, Madhya Pradesh",Null,#4133,B.Sc,"₹ 8,000",2,3,/college/60012-isba-institute-of-professional-studies-isba-indore
4133,"Samarpan Education and Research Campus, Gandhinagar"," Gandhinagar, Gujarat",Null,#4134,B.Sc,"₹ 32,612",Null,Null,/college/60021-samarpan-education-and-research-campus-gandhinagar
4134,"Samarpan Science and Commerce College, Gandhinagar"," Gandhinagar, Gujarat",Null,#4135,B.Sc,"₹ 32,612",3,4,/college/60023-samarpan-science-and-commerce-college-gandhinagar
4135,"Unitedworld School of Liberal Arts and Mass Communication, Karnavati University - [USLM], Gandhinagar"," Gandhinagar, Gujarat",Null,#4136,B.Sc,"₹ 2,00,000",1,5,/college/60036-unitedworld-school-of-liberal-arts-and-mass-communication-karnavati-university-uslm-gandhinagar
4136,"KK Wagh Education Society, Nashik"," Nashik, Maharashtra","AICTE, INC, NBA Approved",#4137,B.Sc,"₹ 16,190",269,3,/college/60091-kk-wagh-education-society-nashik
4137,"Gokul Science & Commerce College, Gokul Global University, Sidhpur"," Sidhpur, Gujarat",Null,#4138,B.Sc,"₹ 25,000",Null,Null,/college/60094-gokul-science-and-commerce-college-gokul-global-university-sidhpur
4138,"K. R. Doshi Group Of Colleges, Bhavnagar"," Bhavnagar, Gujarat",Null,#4139,B.Sc,--,2,4,/college/60105-k-r-doshi-group-of-colleges-bhavnagar
4139,"Sonubhau Baswant College of Arts and Commerce - [SBC], Thane"," Thane, Maharashtra",UGC Approved,#4140,B.Sc,--,1,3,/college/60124-sonubhau-baswant-college-of-arts-and-commerce-sbc-thane
4140,"International Institute of Sports & Management - [IISM], Mumbai"," Mumbai, Maharashtra",Null,#4141,B.Sc,"₹ 8,09,508",23,3,/college/60154-international-institute-of-sports-and-management-iism-mumbai
4141,"Bapubhai Desaibhai Patel Institute of Paramedical Sciences (BDIPS), Anand"," Anand, Gujarat",UGC Approved,#4142,B.Sc,"₹ 2,71,000",Null,Null,/college/60163-bapubhai-desaibhai-patel-institute-of-paramedical-sciences-bdips-anand
4142,"Shankersinh Vaghela Bapu Institute of Science and Commerce - [SVBIS], Gandhinagar"," Gandhinagar, Gujarat",Null,#4143,B.Sc,"₹ 25,000",Null,Null,/college/60177-shankersinh-vaghela-bapu-institute-of-science-and-commerce-svbis-gandhinagar
4143,"Faculty of Science, Noble Group of Institution, Junagadh"," Junagadh, Gujarat",Null,#4144,B.Sc,"₹ 25,000",Null,Null,/college/60184-faculty-of-science-noble-group-of-institution-junagadh
4144,"Bhagwan Mahavir College of Computer Application, Surat"," Surat, Gujarat",Null,#4145,B.Sc,"₹ 45,000",7,4,/college/60189-bhagwan-mahavir-college-of-computer-application-surat
4145,"Vidhyadeep Institute of Science, Surat"," Surat, Gujarat",Null,#4146,B.Sc,"₹ 25,000",Null,Null,/college/60248-vidhyadeep-institute-of-science-surat
4146,"Smt S.J. Varmora BBA & BCA Mahila College, Surendra Nagar"," Surendra Nagar, Gujarat",Null,#4147,B.Sc,"₹ 23,000",Null,Null,/college/60253-smt-sj-varmora-bba-and-bca-mahila-college-surendra-nagar
4147,"Gulshan Kumar Film & Television Institute of India - [GKFTII], Noida"," Noida, Uttar Pradesh",Null,#4148,B.Sc,"₹ 4,50,000",6,3,/college/60263-gulshan-kumar-film-and-television-institute-of-india-gkftii-noida
4148,"Faculty of Science, Chhatrapati Shivaji Maharaj University, Navi Mumbai"," Navi Mumbai, Maharashtra",UGC Approved,#4149,B.Sc,"₹ 40,000",Null,Null,/college/60272-faculty-of-science-chhatrapati-shivaji-maharaj-university-navi-mumbai
4149,"Faculty of Arts, Humanities and Communication, Chhatrapati Shivaji Maharaj University, Navi Mumbai"," Navi Mumbai, Maharashtra","AICTE, UGC Approved",#4150,B.Sc,"₹ 1,50,000",Null,Null,/college/60275-faculty-of-arts-humanities-and-communication-chhatrapati-shivaji-maharaj-university-navi-mumbai
4150,"School of Design and Arts, Chhatrapati Shivaji Maharaj University, Navi Mumbai"," Navi Mumbai, Maharashtra",UGC Approved,#4151,B.Sc,"₹ 30,000",Null,Null,/college/60280-school-of-design-and-arts-chhatrapati-shivaji-maharaj-university-navi-mumbai
4151,"School of Technology, Chhatrapati Shivaji Maharaj University, Navi Mumbai"," Navi Mumbai, Maharashtra",UGC Approved,#4152,B.Sc,"₹ 56,100",Null,Null,/college/60281-school-of-technology-chhatrapati-shivaji-maharaj-university-navi-mumbai
4152,"Department of Para-Medical Sciences, Sumandeep Vidyapeeth, Vadodara"," Vadodara, Gujarat",Null,#4153,B.Sc,"₹ 30,000",1,4,/college/60291-department-of-paramedical-sciences-sumandeep-vidyapeeth-vadodara
4153,"DY Patil University, School of Hospitality and Tourism Management, Navi Mumbai"," Navi Mumbai, Maharashtra",UGC Approved,#4154,B.Sc,"₹ 2,06,000",10,4,/college/60316-dy-patil-university-school-of-hospitality-and-tourism-management-navi-mumbai
4154,"School of Economics, NMIMS University, Bangalore"," Bangalore, Karnataka",AICTE Approved,#4155,B.Sc,"₹ 2,52,000",Null,Null,/college/60325-school-of-economics-nmims-university-bangalore
4155,"School of Commerce, NMIMS University, Bangalore"," Bangalore, Karnataka",AICTE Approved,#4156,B.Sc,"₹ 3,10,000",3,4,/college/60326-school-of-commerce-nmims-university-bangalore
4156,"NMIMS School of Mathematics, Applied Statistics & Analytics - [SoMASA], Mumbai"," Mumbai, Maharashtra",Null,#4157,B.Sc,"₹ 2,25,000",Null,Null,/college/60331-nmims-school-of-mathematics-applied-statistics-and-analytics-somasa-mumbai
4157,"International School of Design - [INSD], Kolkata"," Kolkata, West Bengal",Null,#4158,B.Sc,"₹ 82,836",5,4,/college/60351-international-school-of-design-insd-kolkata
